system:index,elevacion,etiqueta,fecha,ndvi,pendiente,riesgo,temperatura,.geo
1_2020_09_01_+18402+7899,1164.0,1,2020-03-01,2746.0,4.0,-422.74800000000005,14764.0,"{""type"":""Point"",""coordinates"":[-117.98389910525884,34.47908490090913]}"
1_2020_09_01_+18402+7906,1289.0,1,2020-03-01,3130.0,7.0,-486.116,14768.0,"{""type"":""Point"",""coordinates"":[-117.93124248812005,34.447608680180046]}"
1_2020_09_01_+18402+7908,1322.0,1,2020-03-01,2827.0,6.0,-422.51599999999996,14768.0,"{""type"":""Point"",""coordinates"":[-117.9189950888131,34.440863775738094]}"
1_2020_09_01_+18402+7921,1672.0,1,2020-03-01,5323.0,26.0,-883.548,14414.0,"{""type"":""Point"",""coordinates"":[-117.83617278559312,34.380159635760556]}"
1_2020_09_01_+18402+7922,1746.0,1,2020-03-01,6489.0,34.0,-1108.0520000000001,14276.0,"{""type"":""Point"",""coordinates"":[-117.82984605921287,34.37566303279927]}"
1_2020_09_01_+18403+7902,1188.0,1,2020-03-01,2784.0,11.0,-425.488,14809.0,"{""type"":""Point"",""coordinates"":[-117.9511939845974,34.46559509202523]}"
1_2020_09_01_+18403+7921,1589.0,1,2020-03-01,6732.0,45.0,-1167.9479999999999,14414.0,"{""type"":""Point"",""coordinates"":[-117.83072439899362,34.380159635760556]}"
1_2020_09_01_+18404+7905,1241.0,1,2020-03-01,2803.0,7.0,-425.188,14809.0,"{""type"":""Point"",""coordinates"":[-117.92668558410115,34.45210528314134]}"
1_2020_09_01_+18404+7919,1938.0,1,2020-03-01,5457.0,31.0,-882.7120000000002,14356.0,"{""type"":""Point"",""coordinates"":[-117.83793251085936,34.389152841683156]}"
1_2020_09_01_+18404+7920,1880.0,1,2020-03-01,4357.0,47.0,-664.2640000000001,14287.0,"{""type"":""Point"",""coordinates"":[-117.84203295985618,34.386904540202515]}"
1_2020_09_01_+18404+7921,1845.0,1,2020-03-01,4940.0,38.0,-786.3199999999999,14380.0,"{""type"":""Point"",""coordinates"":[-117.82527601239418,34.380159635760556]}"
1_2020_09_01_+18404+7924,2059.0,1,2020-03-01,5573.0,43.0,-890.8520000000002,14276.0,"{""type"":""Point"",""coordinates"":[-117.81505695471508,34.369667562184205]}"
1_2020_09_01_+18405+7901,1155.0,1,2020-03-01,2716.0,8.0,-415.88,14835.0,"{""type"":""Point"",""coordinates"":[-117.94664007945707,34.47009169498655]}"
1_2020_09_01_+18405+7922,2072.0,1,2020-03-01,4687.0,32.0,-714.82,14380.0,"{""type"":""Point"",""coordinates"":[-117.81742630101864,34.377161900453025]}"
1_2020_09_01_+18405+7924,2407.0,1,2020-03-01,3652.0,9.0,-483.53200000000004,14091.0,"{""type"":""Point"",""coordinates"":[-117.80085429351422,34.36666982687666]}"
1_2020_09_01_+18406+7905,1247.0,1,2020-03-01,2465.0,14.0,-354.792,14821.0,"{""type"":""Point"",""coordinates"":[-117.9162273863939,34.454353584621984]}"
1_2020_09_01_+18406+7916,1482.0,1,2020-03-01,3062.0,31.0,-448.7839999999999,14422.0,"{""type"":""Point"",""coordinates"":[-117.84602810223663,34.40264265056706]}"
1_2020_09_01_+18406+7918,1480.0,1,2020-03-01,5578.0,21.0,-955.8400000000001,14340.0,"{""type"":""Point"",""coordinates"":[-117.84354189817631,34.39614755740074]}"
1_2020_09_01_+18406+7922,2432.0,1,2020-03-01,4008.0,40.0,-542.324,14167.0,"{""type"":""Point"",""coordinates"":[-117.8080536829294,34.375663032799245]}"
1_2020_09_01_+18406+7923,2486.0,1,2020-03-01,3525.0,32.0,-442.72399999999993,14167.0,"{""type"":""Point"",""coordinates"":[-117.80445343220451,34.371166429837956]}"
1_2020_09_01_+18407+7915,1343.0,1,2020-03-01,2414.0,16.0,-335.728,14654.0,"{""type"":""Point"",""coordinates"":[-117.8469119501829,34.40713925352835]}"
1_2020_09_01_+18407+7918,1459.0,1,2020-03-01,4205.0,8.0,-683.672,14786.0,"{""type"":""Point"",""coordinates"":[-117.80508415222307,34.423244433522385]}"
1_2020_09_01_+18407+7922,2201.0,1,2020-03-01,3536.0,17.0,-477.22,14255.0,"{""type"":""Point"",""coordinates"":[-117.81437923919526,34.380159635760556]}"
1_2020_09_01_+18414+7911,1324.0,1,2020-03-01,3178.0,28.0,-486.10800000000006,14744.0,"{""type"":""Point"",""coordinates"":[-117.834101605697,34.42512566537354]}"
1_2020_09_01_+18415+7908,1162.0,1,2020-03-01,3429.0,7.0,-558.088,14834.0,"{""type"":""Point"",""coordinates"":[-117.85356698360134,34.440863775738094]}"
1_2020_09_01_+18416+7910,1279.0,1,2020-03-01,3086.0,22.0,-473.68000000000006,14785.0,"{""type"":""Point"",""coordinates"":[-117.82953707081103,34.429622268334846]}"
1_2020_09_01_+18418+7909,1267.0,1,2020-03-01,2920.0,21.0,-441.83599999999996,14803.0,"{""type"":""Point"",""coordinates"":[-117.8249727705618,34.43411887129614]}"
1_2020_09_01_+18421+7907,1244.0,1,2020-03-01,2289.0,9.0,-321.048,14864.0,"{""type"":""Point"",""coordinates"":[-117.82129736246063,34.44311207721874]}"
1_2020_09_01_+18421+7913,1589.0,1,2020-03-01,3872.0,2.0,-607.5280000000001,14579.0,"{""type"":""Point"",""coordinates"":[-117.78327335886625,34.41613245945094]}"
1_2020_09_01_+18422+7907,1264.0,1,2020-03-01,2663.0,1.0,-396.12800000000004,14879.0,"{""type"":""Point"",""coordinates"":[-117.8158448736317,34.44311207721874]}"
1_2020_09_01_+18425+7907,1269.0,1,2020-03-01,2264.0,3.0,-315.092,14896.0,"{""type"":""Point"",""coordinates"":[-117.80287991335943,34.446484529439715]}"
1_2020_09_01_+18427+7907,1336.0,1,2020-03-01,2509.0,3.0,-357.696,14858.0,"{""type"":""Point"",""coordinates"":[-117.78858242948714,34.44311207721874]}"
1_2020_09_01_+18428+7907,1346.0,1,2020-03-01,2332.0,3.0,-321.46400000000006,14837.0,"{""type"":""Point"",""coordinates"":[-117.78312994065824,34.44311207721874]}"
1_2020_10_01_+18323+7951,1267.0,1,2020-03-01,7388.0,30.0,-1335.2720000000002,14486.0,"{""type"":""Point"",""coordinates"":[-118.07671241242711,34.245261546921576]}"
1_2020_10_01_+18325+7950,1115.0,1,2020-03-01,6847.0,13.0,-1246.2440000000001,14627.0,"{""type"":""Point"",""coordinates"":[-118.07529638705785,34.25200645136354]}"
1_2020_10_01_+18328+7947,1198.0,1,2020-03-01,6671.0,14.0,-1201.2440000000001,14777.0,"{""type"":""Point"",""coordinates"":[-118.07475307750907,34.26324795876678]}"
1_2020_10_01_+18328+7948,1235.0,1,2020-03-01,6267.0,32.0,-1111.672,14736.0,"{""type"":""Point"",""coordinates"":[-118.07116151555162,34.25875135580549]}"
1_2020_10_01_+18328+7949,1112.0,1,2020-03-01,6713.0,13.0,-1218.872,14736.0,"{""type"":""Point"",""coordinates"":[-118.06213084440914,34.25425475284419]}"
2_0,356.0,0,2020-01-01,3260.0,18.0,-605.076,14398.0,"{""type"":""Point"",""coordinates"":[-118.47969845598318,34.12395684346787]}"
2_1,225.0,0,2020-02-14,3491.0,2.0,,,"{""type"":""Point"",""coordinates"":[-118.34213648573179,34.208408285306724]}"
2_2,817.0,0,2020-03-30,3004.0,4.0,,,"{""type"":""Point"",""coordinates"":[-117.91291138343722,34.600364867744716]}"
2_3,987.0,0,2020-05-12,2156.0,4.0,-316.19200000000006,15546.0,"{""type"":""Point"",""coordinates"":[-117.99742057280498,34.49965148278376]}"
2_4,43.0,0,2020-06-22,1339.0,3.0,,,"{""type"":""Point"",""coordinates"":[-118.31819763446086,33.78869619546892]}"
2_5,909.0,0,2020-07-30,1635.0,4.0,-213.17600000000002,16373.0,"{""type"":""Point"",""coordinates"":[-117.79433112106209,34.66994245320861]}"
2_6,628.0,0,2020-09-03,3352.0,17.0,-586.8720000000001,15611.0,"{""type"":""Point"",""coordinates"":[-118.33719235677503,34.3045405370316]}"
2_7,534.0,0,2020-10-04,2712.0,16.0,-466.20399999999995,15907.0,"{""type"":""Point"",""coordinates"":[-118.66795495898985,34.60643204912771]}"
2_8,1241.0,0,2020-10-31,6305.0,30.0,,,"{""type"":""Point"",""coordinates"":[-118.42695220490403,34.637171496438256]}"
2_9,407.0,0,2020-11-23,3457.0,18.0,-635.472,14886.0,"{""type"":""Point"",""coordinates"":[-118.34198854144658,34.22088980079347]}"
2_10,2090.0,0,2020-12-10,3589.0,21.0,-498.10400000000004,14207.0,"{""type"":""Point"",""coordinates"":[-117.96242526505658,34.34113371646236]}"
2_11,402.0,0,2020-12-22,6160.0,2.0,,,"{""type"":""Point"",""coordinates"":[-118.30759646457693,34.20451586877086]}"
2_12,487.0,0,2020-12-29,6652.0,29.0,,,"{""type"":""Point"",""coordinates"":[-118.63162813643112,34.090483645185266]}"
2_13,0.0,0,2020-12-30,,0.0,,,"{""type"":""Point"",""coordinates"":[-118.46660573934062,33.789261846282045]}"
2_14,135.0,0,2020-12-26,5216.0,12.0,-1016.952,14801.0,"{""type"":""Point"",""coordinates"":[-118.54592012217488,33.46538017339576]}"
2_15,522.0,0,2020-12-16,5964.0,18.0,-1129.0439999999999,14427.0,"{""type"":""Point"",""coordinates"":[-118.60217282521317,34.06564703455346]}"
2_16,833.0,0,2020-12-01,2276.0,1.0,-365.34000000000003,14440.0,"{""type"":""Point"",""coordinates"":[-118.1515161281715,34.58709751214708]}"
2_17,885.0,0,2020-11-11,3748.0,34.0,-639.6800000000001,15060.0,"{""type"":""Point"",""coordinates"":[-118.79136865034705,34.66561804325899]}"
2_18,134.0,0,2020-10-17,2181.0,2.0,-405.86000000000007,15700.0,"{""type"":""Point"",""coordinates"":[-118.12221321475334,34.074323564965106]}"
2_19,788.0,0,2020-09-17,1933.0,3.0,,,"{""type"":""Point"",""coordinates"":[-117.94531485791853,34.63435866547777]}"
2_20,730.0,0,2020-08-15,3308.0,4.0,-566.0360000000001,16328.0,"{""type"":""Point"",""coordinates"":[-118.03019337023352,34.717683357861674]}"
2_21,59.0,0,2020-07-09,2076.0,1.0,-389.4920000000001,16096.0,"{""type"":""Point"",""coordinates"":[-118.07693547704045,34.005743137033534]}"
2_22,0.0,0,2020-05-30,,0.0,,,"{""type"":""Point"",""coordinates"":[-118.24581199000059,33.688720238170106]}"
2_23,1009.0,0,2020-04-18,4783.0,20.0,-839.32,14955.0,"{""type"":""Point"",""coordinates"":[-118.37047687898539,34.67413116088668]}"
2_24,630.0,0,2020-03-05,6291.0,31.0,-1175.344,14977.0,"{""type"":""Point"",""coordinates"":[-118.58473903078644,34.31188121013107]}"
2_25,654.0,0,2020-01-21,6338.0,27.0,,,"{""type"":""Point"",""coordinates"":[-118.20988488422151,34.27616204310052]}"
2_26,548.0,0,2020-01-25,5257.0,21.0,,,"{""type"":""Point"",""coordinates"":[-118.60369480078647,34.54629964292978]}"
2_27,479.0,0,2020-03-10,5791.0,1.0,-1100.7079999999999,14819.0,"{""type"":""Point"",""coordinates"":[-118.47531036860745,32.89055735338324]}"
2_28,1077.0,0,2020-04-23,5687.0,23.0,,,"{""type"":""Point"",""coordinates"":[-118.42348226947358,34.6283781414038]}"
2_29,1441.0,0,2020-06-03,3785.0,26.0,,,"{""type"":""Point"",""coordinates"":[-118.2178400863683,34.54307121985683]}"
2_30,388.0,0,2020-07-13,4650.0,16.0,-871.796,15483.0,"{""type"":""Point"",""coordinates"":[-118.6280918912925,34.13126313759413]}"
2_31,192.0,0,2020-08-19,2245.0,3.0,-411.144,15877.0,"{""type"":""Point"",""coordinates"":[-118.25412426952846,34.16562587101874]}"
2_32,866.0,0,2020-09-21,2639.0,9.0,-421.168,15824.0,"{""type"":""Point"",""coordinates"":[-117.9040714993089,34.27721869510536]}"
2_33,711.0,0,2020-10-20,3369.0,4.0,-583.568,15899.0,"{""type"":""Point"",""coordinates"":[-118.25439429434297,34.442448544711496]}"
2_34,63.0,0,2020-11-13,1987.0,2.0,,,"{""type"":""Point"",""coordinates"":[-118.3938170156112,34.057343237339275]}"
2_35,1359.0,0,2020-12-03,5440.0,39.0,-933.324,14542.0,"{""type"":""Point"",""coordinates"":[-117.80284810177828,34.279020115515145]}"
2_36,5.0,0,2020-12-17,472.0,1.0,,,"{""type"":""Point"",""coordinates"":[-118.2196288506689,33.77748099942344]}"
2_37,48.0,0,2020-12-27,1387.0,1.0,,,"{""type"":""Point"",""coordinates"":[-118.16358427636324,33.984961008663134]}"
2_38,1234.0,0,2020-12-30,4398.0,21.0,-744.248,14364.0,"{""type"":""Point"",""coordinates"":[-118.31822092047406,34.60007405959207]}"
2_39,860.0,0,2020-12-29,2107.0,2.0,,,"{""type"":""Point"",""coordinates"":[-118.45797905415262,34.75720570602329]}"
2_40,998.0,0,2020-12-21,3104.0,23.0,-508.38400000000007,14372.0,"{""type"":""Point"",""coordinates"":[-118.45193989363416,34.6713004940788]}"
2_41,697.0,0,2020-12-08,562.0,3.0,-34.908,14519.0,"{""type"":""Point"",""coordinates"":[-118.04991231729666,34.81766941270639]}"
2_42,0.0,0,2020-11-21,,0.0,,,"{""type"":""Point"",""coordinates"":[-118.55712938550703,32.88565237122375]}"
2_43,22.0,0,2020-10-29,1658.0,1.0,,,"{""type"":""Point"",""coordinates"":[-118.33734299356487,33.90509946776563]}"
2_44,286.0,0,2020-10-01,5008.0,5.0,-958.304,15307.0,"{""type"":""Point"",""coordinates"":[-118.59378182148228,34.16498808364053]}"
2_45,0.0,0,2020-08-30,,0.0,,,"{""type"":""Point"",""coordinates"":[-118.90324051401376,34.0185213497087]}"
2_46,495.0,0,2020-07-26,2838.0,16.0,-497.08000000000004,15685.0,"{""type"":""Point"",""coordinates"":[-118.58532624056011,34.50999792528035]}"
2_47,219.0,0,2020-06-17,3945.0,10.0,,,"{""type"":""Point"",""coordinates"":[-118.36331984247396,34.134775748377855]}"
2_48,789.0,0,2020-05-07,3188.0,1.0,-541.716,15743.0,"{""type"":""Point"",""coordinates"":[-117.95258813707173,34.618553116680886]}"
2_49,288.0,0,2020-03-25,2849.0,2.0,,,"{""type"":""Point"",""coordinates"":[-118.4705036169706,34.26754586013543]}"
2_50,30.0,0,2020-02-10,2094.0,9.0,-405.656,14588.0,"{""type"":""Point"",""coordinates"":[-118.39055583678824,33.98524248112039]}"
2_51,47.0,0,2020-01-05,2265.0,4.0,-439.232,14641.0,"{""type"":""Point"",""coordinates"":[-118.34463110402933,34.01059188746445]}"
2_52,1259.0,0,2020-02-19,3628.0,30.0,-584.2800000000001,14460.0,"{""type"":""Point"",""coordinates"":[-118.27963104902953,34.4031379858338]}"
2_53,723.0,0,2020-04-03,3169.0,6.0,-552.9440000000001,14502.0,"{""type"":""Point"",""coordinates"":[-118.25272634652549,34.699889295568056]}"
2_54,951.0,0,2020-05-16,6583.0,17.0,-1206.1480000000001,14939.0,"{""type"":""Point"",""coordinates"":[-118.70349913412863,34.68659827752162]}"
2_55,1114.0,0,2020-06-26,3680.0,21.0,-604.192,15421.0,"{""type"":""Point"",""coordinates"":[-118.16738468307925,34.32048408262574]}"
2_56,830.0,0,2020-08-03,2206.0,4.0,-333.91600000000005,16543.0,"{""type"":""Point"",""coordinates"":[-118.45143523507618,34.78778697129454]}"
2_57,23.0,0,2020-09-06,4078.0,12.0,,,"{""type"":""Point"",""coordinates"":[-118.77577544597366,34.02419995348479]}"
2_58,1063.0,0,2020-10-07,2550.0,11.0,-384.508,15644.0,"{""type"":""Point"",""coordinates"":[-117.99041359515796,34.198931686692596]}"
2_59,136.0,0,2020-11-03,3710.0,2.0,-713.6039999999999,15432.0,"{""type"":""Point"",""coordinates"":[-118.04929867899912,34.119482664679914]}"
2_60,1621.0,0,2020-11-25,3894.0,27.0,,,"{""type"":""Point"",""coordinates"":[-118.00388759221909,34.29566525431227]}"
2_61,709.0,0,2020-12-12,1353.0,3.0,,,"{""type"":""Point"",""coordinates"":[-117.90171011336793,34.794745146731834]}"
2_62,456.0,0,2020-12-23,3904.0,28.0,-718.14,14740.0,"{""type"":""Point"",""coordinates"":[-117.99643959792868,34.17392227640711]}"
2_63,662.0,0,2020-12-29,4353.0,6.0,,,"{""type"":""Point"",""coordinates"":[-118.56024393287295,34.6172453037958]}"
2_64,959.0,0,2020-12-30,1510.0,9.0,-198.708,14244.0,"{""type"":""Point"",""coordinates"":[-117.7085114972781,34.53641984521511]}"
2_65,308.0,0,2020-12-25,4259.0,4.0,-810.2680000000001,14849.0,"{""type"":""Point"",""coordinates"":[-118.63196888479351,34.146117725025604]}"
2_66,975.0,0,2020-12-15,2230.0,28.0,-336.20799999999997,14144.0,"{""type"":""Point"",""coordinates"":[-117.87968416717383,34.307074730210736]}"
2_67,0.0,0,2020-11-29,,0.0,,,"{""type"":""Point"",""coordinates"":[-118.91197375796452,34.00539166303975]}"
2_68,27.0,0,2020-11-08,1299.0,4.0,-244.06400000000002,15137.0,"{""type"":""Point"",""coordinates"":[-118.33949848812718,33.851252732622065]}"
2_69,761.0,0,2020-10-14,2598.0,1.0,-427.70799999999997,15594.0,"{""type"":""Point"",""coordinates"":[-118.18183061674429,34.652501404238265]}"
2_70,678.0,0,2020-09-14,2816.0,19.0,-475.632,15416.0,"{""type"":""Point"",""coordinates"":[-118.75206668048206,34.553948183764156]}"
2_71,793.0,0,2020-08-11,2108.0,1.0,-324.276,15873.0,"{""type"":""Point"",""coordinates"":[-118.11346752356116,34.59835901713889]}"
2_72,48.0,0,2020-07-05,1383.0,1.0,-254.24,15815.0,"{""type"":""Point"",""coordinates"":[-118.06418394279741,33.969947895073894]}"
2_73,0.0,0,2020-05-26,,0.0,,,"{""type"":""Point"",""coordinates"":[-118.17525696453104,33.75149190168511]}"
2_74,51.0,0,2020-04-14,2857.0,5.0,,,"{""type"":""Point"",""coordinates"":[-118.30155980845433,33.96943522507792]}"
2_75,371.0,0,2020-03-01,6207.0,17.0,-1188.092,15046.0,"{""type"":""Point"",""coordinates"":[-118.4711097788562,34.1144602105985]}"
2_76,816.0,0,2020-01-16,4402.0,18.0,-787.524,14392.0,"{""type"":""Point"",""coordinates"":[-118.32353184791253,34.45511517306]}"
2_77,12.0,0,2020-01-30,1878.0,6.0,-364.16400000000004,14712.0,"{""type"":""Point"",""coordinates"":[-118.12900485973452,33.79646844415929]}"
2_78,45.0,0,2020-03-15,644.0,1.0,,,"{""type"":""Point"",""coordinates"":[-118.15698132229046,33.982734879716]}"
2_79,1844.0,0,2020-04-27,4530.0,32.0,-702.9,14795.0,"{""type"":""Point"",""coordinates"":[-117.87579951773547,34.400528787269096]}"
2_80,908.0,0,2020-06-08,6326.0,17.0,-1154.472,15511.0,"{""type"":""Point"",""coordinates"":[-118.6166075093877,34.33809591417365]}"
2_81,898.0,0,2020-07-17,2311.0,4.0,-350.796,16208.0,"{""type"":""Point"",""coordinates"":[-118.50390580678494,34.755134389549085]}"
2_82,0.0,0,2020-08-22,,0.0,,,"{""type"":""Point"",""coordinates"":[-118.51429751672605,33.40062696524613]}"
2_83,258.0,0,2020-09-24,3591.0,6.0,-679.3240000000001,15067.0,"{""type"":""Point"",""coordinates"":[-118.49900505171777,32.88487740680931]}"
2_84,1116.0,0,2020-10-22,4166.0,16.0,-700.94,15640.0,"{""type"":""Point"",""coordinates"":[-118.74506365322974,34.724586337274665]}"
2_85,0.0,0,2020-11-15,,0.0,,,"{""type"":""Point"",""coordinates"":[-118.48595128810243,33.98507740234299]}"
2_86,935.0,0,2020-12-05,3109.0,7.0,-516.9240000000001,14817.0,"{""type"":""Point"",""coordinates"":[-118.80868835016012,34.71762443289199]}"
2_87,1001.0,0,2020-12-19,6420.0,35.0,-1169.7640000000001,14112.0,"{""type"":""Point"",""coordinates"":[-117.67857938717525,34.19724160040384]}"
2_88,0.0,0,2020-12-27,,0.0,,,"{""type"":""Point"",""coordinates"":[-118.66823460241211,33.0230599674202]}"
2_89,438.0,0,2020-12-30,3602.0,8.0,-664.5160000000001,14868.0,"{""type"":""Point"",""coordinates"":[-118.6222628821767,34.275871791454975]}"
2_90,1985.0,0,2020-12-28,3265.0,33.0,,,"{""type"":""Point"",""coordinates"":[-117.85129244214083,34.364306407408826]}"
2_91,29.0,0,2020-12-20,2143.0,1.0,-415.98800000000006,14834.0,"{""type"":""Point"",""coordinates"":[-118.23720378390789,33.91696224807525]}"
2_92,0.0,0,2020-12-07,,0.0,,,"{""type"":""Point"",""coordinates"":[-118.37059262936995,33.464817455074964]}"
2_93,1144.0,0,2020-11-18,2511.0,10.0,-375.284,14847.0,"{""type"":""Point"",""coordinates"":[-118.13713316635906,34.52749373813616]}"
2_94,29.0,0,2020-10-26,3287.0,2.0,,,"{""type"":""Point"",""coordinates"":[-118.17285991178066,33.83383685059857]}"
2_95,8.0,0,2020-09-28,605.0,13.0,,,"{""type"":""Point"",""coordinates"":[-118.19852696203775,33.74953750775954]}"
2_96,290.0,0,2020-08-27,3834.0,11.0,-717.84,15740.0,"{""type"":""Point"",""coordinates"":[-118.00039010236364,33.97608788123807]}"
2_97,995.0,0,2020-07-22,7110.0,21.0,-1302.7,15345.0,"{""type"":""Point"",""coordinates"":[-118.1938084378594,34.265721405706216]}"
2_98,498.0,0,2020-06-13,3352.0,11.0,-605.0320000000002,15191.0,"{""type"":""Point"",""coordinates"":[-118.37894082795528,33.344488103680305]}"
2_99,889.0,0,2020-05-03,2370.0,2.0,-368.11199999999997,15706.0,"{""type"":""Point"",""coordinates"":[-117.67178570918834,34.79407751064548]}"
